run,final result,time,result,states
"('i_15_17_11_2_18_MT', 'U1D', 'MCTS', True)",0.0,28.475,"((0.0, 0.008), (0.0, 0.229), (0.0, 0.482), (0.0, 0.653), (0.0, 0.824), (0.0, 0.994), (0.0, 1.161), (0.0, 1.331), (0.0, 1.506), (0.0, 1.678), (0.0, 1.85), (0.0, 2.019), (0.0, 2.19), (0.0, 2.357), (0.0, 2.534), (0.0, 2.707), (0.0, 2.88), (0.0, 3.055), (0.0, 3.229), (0.0, 3.403), (0.0, 3.576), (0.0, 3.749), (0.0, 3.919), (0.0, 4.092), (0.0, 4.267), (0.0, 4.439), (0.0, 4.612), (0.0, 4.799), (0.0, 4.982), (0.0, 5.188), (0.0, 5.376), (0.0, 5.603), (0.0, 5.792), (0.0, 5.981), (0.0, 6.187), (0.0, 6.375), (0.0, 6.632), (0.0, 6.948), (0.0, 7.284), (0.0, 7.593), (0.0, 7.889), (0.0, 8.215), (0.0, 8.541), (0.0, 8.84), (0.0, 9.2), (0.0, 9.489), (0.0, 9.787), (0.0, 10.119), (0.0, 10.639), (0.0, 11.087), (0.0, 11.528), (0.0, 12.057), (0.0, 12.5), (0.0, 12.915), (0.0, 13.431), (0.0, 13.849), (0.0, 14.255), (0.0, 14.634), (0.0, 15.025), (0.0, 15.592), (0.0, 15.999), (0.0, 16.45), (0.0, 16.851), (0.0, 17.248), (0.0, 17.864), (0.0, 18.269), (0.0, 18.701), (0.0, 19.135), (0.0, 19.527), (0.0, 19.949), (0.0, 20.325), (0.0, 20.594), (0.0, 21.121), (0.0, 21.377), (0.0, 21.648), (0.0, 21.91), (0.0, 22.173), (0.0, 22.465), (0.0, 22.715), (0.0, 23.001), (0.0, 23.268), (0.0, 23.525), (0.0, 23.827), (0.0, 24.095), (0.0, 24.423), (0.0, 24.71), (0.0, 24.975), (0.0, 25.279), (0.0, 25.55), (0.0, 25.855), (0.0, 26.169), (0.0, 26.722), (0.0, 27.028), (0.0, 27.304), (0.0, 27.471), (0.0, 27.64), (0.0, 27.808), (0.0, 27.976), (0.0, 28.147), (0.0, 28.315), (0.0, 28.475))",5000
"('i_15_17_11_2_18_MT', 'U1S', 'MCTS', True)",0.0,-,"((0.0, 0.026), (0.0, 0.71), (0.0, 1.624), (0.0, 1.987), (0.0, 2.352), (0.0, 2.708), (0.0, 3.064), (0.0, 3.424), (0.0, 3.792), (0.0, 4.164), (0.0, 4.53), (0.0, 4.893), (0.0, 5.253), (0.0, 5.613), (0.0, 5.98), (0.0, 6.343), (0.0, 6.709), (0.0, 7.065), (0.0, 7.429), (0.0, 7.783), (0.0, 8.156), (0.0, 8.517), (0.0, 8.88), (0.0, 9.244), (0.0, 9.612), (0.0, 9.978), (0.0, 10.335), (0.0, 10.755), (0.0, 11.179), (0.0, 11.698), (0.0, 12.141), (0.0, 12.621), (0.0, 13.067), (0.0, 13.52), (0.0, 14.055), (0.0, 14.504), (0.0, 15.304), (0.0, 16.427), (0.0, 17.446), (0.0, 18.493), (0.0, 19.53), (0.0, 20.397), (0.0, 21.555), (0.0, 22.572), (0.0, 23.603), (0.0, 24.57), (0.0, 25.571), (0.0, 26.746), (0.0, 28.514), (0.0, 30.278), (0.0, 32.04), (0.0, 33.751), (0.0, 35.546), (0.0, 37.164), (0.0, 38.676), (0.0, 40.328), (0.0, 42.785), (0.0, 44.196), (0.0, 45.661), (0.0, 47.265), (0.0, 48.826), (0.0, 50.575), (0.0, 52.263), (0.0, 53.759), (0.0, 55.437), (0.0, 57.016), (0.0, 58.743))",3339
"('i_15_17_11_2_18_MT', 'U1S', 'BFS', True)",0.0,-,"((0.0, 60.021),)",30484
"('i_15_17_11_2_18_MT', 'U1S', 'BNB', True)",0.0,-,"((0.0, 61.946),)",300
"('i_15_17_11_2_18_MT', 'U1S', 'BNBL', True)",0.0,-,"((0.0, 60.209),)",15924
"('i_15_17_11_2_18_MT', 'U1D', 'MCTS', False)",0.0,17.278,"((0.0, 0.005), (0.0, 0.16), (0.0, 0.311), (0.0, 0.478), (0.0, 0.677), (0.0, 0.862), (0.0, 1.031), (0.0, 1.172), (0.0, 1.313), (0.0, 1.452), (0.0, 1.593), (0.0, 1.736), (0.0, 1.878), (0.0, 2.022), (0.0, 2.168), (0.0, 2.311), (0.0, 2.451), (0.0, 2.591), (0.0, 2.736), (0.0, 2.878), (0.0, 3.023), (0.0, 3.167), (0.0, 3.315), (0.0, 3.461), (0.0, 3.606), (0.0, 3.755), (0.0, 3.903), (0.0, 4.051), (0.0, 4.201), (0.0, 4.362), (0.0, 4.516), (0.0, 4.683), (0.0, 4.842), (0.0, 5.003), (0.0, 5.269), (0.0, 5.433), (0.0, 5.596), (0.0, 5.763), (0.0, 5.945), (0.0, 6.128), (0.0, 6.316), (0.0, 6.502), (0.0, 6.681), (0.0, 6.857), (0.0, 7.077), (0.0, 7.249), (0.0, 7.431), (0.0, 7.618), (0.0, 7.805), (0.0, 7.997), (0.0, 8.201), (0.0, 8.446), (0.0, 8.65), (0.0, 8.856), (0.0, 9.055), (0.0, 9.235), (0.0, 9.41), (0.0, 9.589), (0.0, 9.773), (0.0, 9.952), (0.0, 10.132), (0.0, 10.379), (0.0, 10.567), (0.0, 10.754), (0.0, 10.953), (0.0, 11.144), (0.0, 11.342), (0.0, 11.533), (0.0, 11.721), (0.0, 11.91), (0.0, 12.092), (0.0, 12.293), (0.0, 12.553), (0.0, 12.723), (0.0, 12.894), (0.0, 13.056), (0.0, 13.232), (0.0, 13.406), (0.0, 13.583), (0.0, 13.757), (0.0, 13.926), (0.0, 14.094), (0.0, 14.269), (0.0, 14.431), (0.0, 14.605), (0.0, 14.782), (0.0, 14.949), (0.0, 15.122), (0.0, 15.303), (0.0, 15.467), (0.0, 15.631), (0.0, 15.795), (0.0, 15.948), (0.0, 16.106), (0.0, 16.275), (0.0, 16.43), (0.0, 16.573), (0.0, 16.726), (0.0, 16.978), (0.0, 17.128), (0.0, 17.278))",5000
"('i_15_17_11_2_18_MT', 'U1S', 'MCTS', False)",0.0,57.824,"((0.0, 0.017), (0.0, 0.528), (0.0, 0.986), (0.0, 1.574), (0.0, 2.395), (0.0, 3.111), (0.0, 3.714), (0.0, 4.134), (0.0, 4.551), (0.0, 4.971), (0.0, 5.389), (0.0, 5.809), (0.0, 6.228), (0.0, 6.654), (0.0, 7.072), (0.0, 7.493), (0.0, 7.911), (0.0, 8.331), (0.0, 8.755), (0.0, 9.167), (0.0, 9.584), (0.0, 9.998), (0.0, 10.438), (0.0, 10.886), (0.0, 11.341), (0.0, 11.784), (0.0, 12.227), (0.0, 12.682), (0.0, 13.14), (0.0, 13.675), (0.0, 14.186), (0.0, 14.75), (0.0, 15.28), (0.0, 15.825), (0.0, 16.364), (0.0, 16.925), (0.0, 17.456), (0.0, 18.033), (0.0, 18.705), (0.0, 19.373), (0.0, 20.104), (0.0, 20.786), (0.0, 21.411), (0.0, 22.016), (0.0, 22.642), (0.0, 23.231), (0.0, 23.849), (0.0, 24.544), (0.0, 25.245), (0.0, 25.973), (0.0, 26.784), (0.0, 27.518), (0.0, 28.307), (0.0, 29.089), (0.0, 29.876), (0.0, 30.528), (0.0, 31.158), (0.0, 31.8), (0.0, 32.477), (0.0, 33.109), (0.0, 33.76), (0.0, 34.437), (0.0, 35.15), (0.0, 35.859), (0.0, 36.622), (0.0, 37.589), (0.0, 38.363), (0.0, 39.066), (0.0, 39.734), (0.0, 40.423), (0.0, 41.085), (0.0, 41.842), (0.0, 42.467), (0.0, 43.031), (0.0, 43.601), (0.0, 44.127), (0.0, 44.739), (0.0, 45.328), (0.0, 45.923), (0.0, 46.541), (0.0, 47.124), (0.0, 47.689), (0.0, 48.312), (0.0, 48.836), (0.0, 49.436), (0.0, 50.019), (0.0, 50.582), (0.0, 51.163), (0.0, 51.778), (0.0, 52.301), (0.0, 52.921), (0.0, 53.464), (0.0, 53.95), (0.0, 54.47), (0.0, 55.027), (0.0, 55.507), (0.0, 55.938), (0.0, 56.425), (0.0, 56.896), (0.0, 57.353), (0.0, 57.824))",5000
"('i_15_17_11_2_18_MT', 'U1S', 'BFS', False)",0.0,-,"((0.0, 60.035),)",23002
"('i_15_17_11_2_18_MT', 'U1S', 'BNB', False)",0.0,-,"((0.0, 62.184),)",299
"('i_15_17_11_2_18_MT', 'U1S', 'BNBL', False)",0.0,-,"((0.0, 60.069),)",11592
