run,final result,time,result,states
"('i_21_21_19_4_26_FR', 'U1D', 'MCTS', True)",0.6,-,"((0.6, 0.262), (0.6, 7.442), (0.6, 14.538), (0.6, 21.818), (0.6, 29.043), (0.6, 36.373), (0.6, 43.729), (0.6, 51.027), (0.6, 58.521))",412
"('i_21_21_19_4_26_FR', 'U1S', 'MCTS', True)",9.07,-,"((0.6, 3.493), (0.6, 17.957), (9.07, 32.697), (9.07, 47.165))",196
"('i_21_21_19_4_26_FR', 'U1S', 'BFS', True)",0.6,-,"((0.6, 114.054),)",0
"('i_21_21_19_4_26_FR', 'U1S', 'BNB', True)",0.6,-,"((0.6, 115.462),)",0
"('i_21_21_19_4_26_FR', 'U1S', 'BNBL', True)",0.6,-,"((0.6, 112.842),)",0
"('i_21_21_19_4_26_FR', 'U1D', 'MCTS', False)",13.63,-,"((0.6, 0.029), (1.93, 0.827), (1.93, 2.163), (6.12, 4.216), (6.12, 5.299), (6.12, 6.169), (6.12, 6.997), (6.12, 7.817), (6.12, 8.606), (6.12, 9.399), (6.12, 10.202), (6.12, 10.997), (6.12, 11.792), (6.12, 12.581), (6.12, 13.372), (6.12, 14.162), (6.12, 14.962), (6.12, 15.764), (13.25, 16.556), (13.25, 17.364), (13.25, 18.155), (13.25, 18.943), (13.25, 19.802), (13.25, 20.588), (13.25, 21.377), (13.79, 22.167), (13.79, 22.975), (13.63, 23.779), (13.63, 24.567), (13.63, 25.354), (13.63, 26.135), (13.63, 26.935), (13.63, 27.736), (13.63, 28.529), (13.63, 29.337), (13.63, 30.142), (13.63, 30.938), (13.63, 31.724), (13.63, 32.522), (13.63, 33.319), (13.63, 34.128), (13.63, 34.913), (13.63, 35.708), (13.63, 36.501), (13.63, 37.307), (13.63, 38.103), (13.63, 38.897), (13.63, 39.687), (13.63, 40.472), (13.63, 41.26), (13.63, 42.056), (13.63, 42.859), (13.63, 43.641), (13.63, 44.424), (13.63, 45.216), (13.63, 46.005), (13.63, 46.787), (13.63, 47.576), (13.63, 48.35), (13.63, 49.14), (13.63, 49.943), (13.63, 50.741), (13.63, 51.527), (13.63, 52.324), (13.63, 53.138), (13.63, 53.932), (13.63, 54.718), (13.63, 55.509), (13.63, 56.295), (13.63, 57.085), (13.63, 57.877), (13.63, 58.662), (13.63, 59.45))",3637
"('i_21_21_19_4_26_FR', 'U1S', 'MCTS', False)",7.73,-,"((0.6, 0.507), (7.73, 8.645), (7.73, 32.875))",131
"('i_21_21_19_4_26_FR', 'U1S', 'BFS', False)",0.6,-,"((0.6, 111.263),)",0
"('i_21_21_19_4_26_FR', 'U1S', 'BNB', False)",0.6,-,"((0.6, 109.91),)",0
"('i_21_21_19_4_26_FR', 'U1S', 'BNBL', False)",0.6,-,"((0.6, 110.681),)",0
