run,final result,time,result,states
"('i_15_13_12_1_29_MT', 'U1D', 'MCTS', True)",0.0,14.159,"((0.0, 0.005), (0.0, 0.147), (0.0, 0.297), (0.0, 0.433), (0.0, 0.566), (0.0, 0.705), (0.0, 0.839), (0.0, 0.977), (0.0, 1.128), (0.0, 1.281), (0.0, 1.442), (0.0, 1.587), (0.0, 1.745), (0.0, 1.894), (0.0, 2.04), (0.0, 2.186), (0.0, 2.325), (0.0, 2.458), (0.0, 2.624), (0.0, 2.756), (0.0, 2.891), (0.0, 3.023), (0.0, 3.153), (0.0, 3.284), (0.0, 3.412), (0.0, 3.54), (0.0, 3.67), (0.0, 3.799), (0.0, 3.928), (0.0, 4.056), (0.0, 4.182), (0.0, 4.311), (0.0, 4.442), (0.0, 4.57), (0.0, 4.699), (0.0, 4.825), (0.0, 4.951), (0.0, 5.078), (0.0, 5.208), (0.0, 5.335), (0.0, 5.464), (0.0, 5.596), (0.0, 5.728), (0.0, 5.864), (0.0, 5.995), (0.0, 6.13), (0.0, 6.262), (0.0, 6.394), (0.0, 6.532), (0.0, 6.676), (0.0, 6.812), (0.0, 6.946), (0.0, 7.086), (0.0, 7.222), (0.0, 7.366), (0.0, 7.509), (0.0, 7.651), (0.0, 7.793), (0.0, 7.932), (0.0, 8.075), (0.0, 8.222), (0.0, 8.368), (0.0, 8.51), (0.0, 8.653), (0.0, 8.795), (0.0, 8.942), (0.0, 9.085), (0.0, 9.232), (0.0, 9.38), (0.0, 9.525), (0.0, 9.669), (0.0, 9.862), (0.0, 10.017), (0.0, 10.165), (0.0, 10.313), (0.0, 10.467), (0.0, 10.62), (0.0, 10.758), (0.0, 10.897), (0.0, 11.04), (0.0, 11.185), (0.0, 11.332), (0.0, 11.476), (0.0, 11.62), (0.0, 11.759), (0.0, 11.898), (0.0, 12.043), (0.0, 12.189), (0.0, 12.34), (0.0, 12.494), (0.0, 12.696), (0.0, 12.847), (0.0, 13.002), (0.0, 13.148), (0.0, 13.294), (0.0, 13.435), (0.0, 13.584), (0.0, 13.732), (0.0, 13.878), (0.0, 14.026), (0.0, 14.159))",5000
"('i_15_13_12_1_29_MT', 'U1S', 'MCTS', True)",0.0,34.172,"((0.0, 0.011), (0.0, 0.368), (0.0, 0.777), (0.0, 1.095), (0.0, 1.412), (0.0, 1.731), (0.0, 2.057), (0.0, 2.393), (0.0, 2.753), (0.0, 3.135), (0.0, 3.534), (0.0, 3.921), (0.0, 4.329), (0.0, 4.725), (0.0, 5.094), (0.0, 5.455), (0.0, 5.812), (0.0, 6.139), (0.0, 6.457), (0.0, 6.772), (0.0, 7.089), (0.0, 7.384), (0.0, 7.681), (0.0, 7.971), (0.0, 8.262), (0.0, 8.553), (0.0, 8.854), (0.0, 9.155), (0.0, 9.453), (0.0, 9.753), (0.0, 10.055), (0.0, 10.348), (0.0, 10.652), (0.0, 10.954), (0.0, 11.249), (0.0, 11.548), (0.0, 11.844), (0.0, 12.144), (0.0, 12.439), (0.0, 12.736), (0.0, 13.035), (0.0, 13.34), (0.0, 13.648), (0.0, 13.972), (0.0, 14.276), (0.0, 14.593), (0.0, 14.912), (0.0, 15.23), (0.0, 15.551), (0.0, 15.878), (0.0, 16.195), (0.0, 16.518), (0.0, 16.839), (0.0, 17.168), (0.0, 17.514), (0.0, 17.856), (0.0, 18.205), (0.0, 18.681), (0.0, 19.005), (0.0, 19.337), (0.0, 19.686), (0.0, 20.04), (0.0, 20.388), (0.0, 20.733), (0.0, 21.063), (0.0, 21.422), (0.0, 21.766), (0.0, 22.109), (0.0, 22.473), (0.0, 22.834), (0.0, 23.203), (0.0, 23.571), (0.0, 23.964), (0.0, 24.348), (0.0, 24.715), (0.0, 25.097), (0.0, 25.481), (0.0, 25.803), (0.0, 26.147), (0.0, 26.516), (0.0, 26.871), (0.0, 27.212), (0.0, 27.573), (0.0, 27.926), (0.0, 28.262), (0.0, 28.599), (0.0, 28.958), (0.0, 29.327), (0.0, 29.703), (0.0, 30.05), (0.0, 30.421), (0.0, 30.798), (0.0, 31.156), (0.0, 31.536), (0.0, 31.909), (0.0, 32.278), (0.0, 32.726), (0.0, 33.116), (0.0, 33.48), (0.0, 33.843), (0.0, 34.172))",5000
"('i_15_13_12_1_29_MT', 'U1S', 'BFS', True)",0.0,-,"((0.0, 60.006),)",40234
"('i_15_13_12_1_29_MT', 'U1S', 'BNB', True)",0.0,-,"((0.0, 60.362),)",474
"('i_15_13_12_1_29_MT', 'U1S', 'BNBL', True)",0.0,-,"((0.0, 60.017),)",23982
"('i_15_13_12_1_29_MT', 'U1D', 'MCTS', False)",0.0,12.267,"((0.0, 0.004), (0.0, 0.133), (0.0, 0.261), (0.0, 0.382), (0.0, 0.502), (0.0, 0.627), (0.0, 0.752), (0.0, 0.877), (0.0, 1.002), (0.0, 1.123), (0.0, 1.246), (0.0, 1.368), (0.0, 1.487), (0.0, 1.607), (0.0, 1.727), (0.0, 1.849), (0.0, 1.973), (0.0, 2.092), (0.0, 2.213), (0.0, 2.335), (0.0, 2.459), (0.0, 2.583), (0.0, 2.705), (0.0, 2.827), (0.0, 2.948), (0.0, 3.07), (0.0, 3.193), (0.0, 3.314), (0.0, 3.434), (0.0, 3.552), (0.0, 3.673), (0.0, 3.791), (0.0, 3.913), (0.0, 4.036), (0.0, 4.157), (0.0, 4.278), (0.0, 4.399), (0.0, 4.517), (0.0, 4.634), (0.0, 4.752), (0.0, 4.871), (0.0, 4.988), (0.0, 5.235), (0.0, 5.354), (0.0, 5.474), (0.0, 5.595), (0.0, 5.715), (0.0, 5.836), (0.0, 5.958), (0.0, 6.076), (0.0, 6.2), (0.0, 6.32), (0.0, 6.441), (0.0, 6.561), (0.0, 6.683), (0.0, 6.808), (0.0, 6.927), (0.0, 7.049), (0.0, 7.17), (0.0, 7.295), (0.0, 7.418), (0.0, 7.538), (0.0, 7.658), (0.0, 7.78), (0.0, 7.898), (0.0, 8.02), (0.0, 8.142), (0.0, 8.262), (0.0, 8.383), (0.0, 8.503), (0.0, 8.624), (0.0, 8.744), (0.0, 8.864), (0.0, 8.981), (0.0, 9.102), (0.0, 9.22), (0.0, 9.34), (0.0, 9.463), (0.0, 9.582), (0.0, 9.705), (0.0, 9.825), (0.0, 9.943), (0.0, 10.062), (0.0, 10.187), (0.0, 10.306), (0.0, 10.43), (0.0, 10.546), (0.0, 10.663), (0.0, 10.783), (0.0, 10.904), (0.0, 11.026), (0.0, 11.144), (0.0, 11.264), (0.0, 11.386), (0.0, 11.55), (0.0, 11.67), (0.0, 11.788), (0.0, 11.908), (0.0, 12.03), (0.0, 12.149), (0.0, 12.267))",5000
"('i_15_13_12_1_29_MT', 'U1S', 'MCTS', False)",0.0,38.311,"((0.0, 0.013), (0.0, 0.455), (0.0, 0.905), (0.0, 1.313), (0.0, 1.721), (0.0, 2.138), (0.0, 2.558), (0.0, 2.984), (0.0, 3.398), (0.0, 3.809), (0.0, 4.208), (0.0, 4.608), (0.0, 5.004), (0.0, 5.396), (0.0, 5.783), (0.0, 6.172), (0.0, 6.561), (0.0, 6.953), (0.0, 7.346), (0.0, 7.741), (0.0, 8.141), (0.0, 8.537), (0.0, 8.932), (0.0, 9.328), (0.0, 9.725), (0.0, 10.129), (0.0, 10.529), (0.0, 10.936), (0.0, 11.326), (0.0, 11.719), (0.0, 12.12), (0.0, 12.509), (0.0, 12.899), (0.0, 13.295), (0.0, 13.688), (0.0, 14.078), (0.0, 14.459), (0.0, 14.836), (0.0, 15.218), (0.0, 15.601), (0.0, 15.985), (0.0, 16.366), (0.0, 16.746), (0.0, 17.132), (0.0, 17.506), (0.0, 17.88), (0.0, 18.251), (0.0, 18.627), (0.0, 19.0), (0.0, 19.376), (0.0, 19.751), (0.0, 20.13), (0.0, 20.507), (0.0, 20.885), (0.0, 21.255), (0.0, 21.631), (0.0, 21.99), (0.0, 22.357), (0.0, 22.732), (0.0, 23.097), (0.0, 23.47), (0.0, 23.84), (0.0, 24.21), (0.0, 24.583), (0.0, 24.956), (0.0, 25.323), (0.0, 25.693), (0.0, 26.054), (0.0, 26.426), (0.0, 26.784), (0.0, 27.144), (0.0, 27.504), (0.0, 27.868), (0.0, 28.234), (0.0, 28.609), (0.0, 28.972), (0.0, 29.344), (0.0, 29.717), (0.0, 30.085), (0.0, 30.458), (0.0, 30.83), (0.0, 31.199), (0.0, 31.564), (0.0, 31.933), (0.0, 32.307), (0.0, 32.681), (0.0, 33.046), (0.0, 33.407), (0.0, 33.779), (0.0, 34.149), (0.0, 34.522), (0.0, 34.975), (0.0, 35.341), (0.0, 35.712), (0.0, 36.087), (0.0, 36.453), (0.0, 36.818), (0.0, 37.199), (0.0, 37.581), (0.0, 37.945), (0.0, 38.311))",5000
"('i_15_13_12_1_29_MT', 'U1S', 'BFS', False)",0.0,-,"((0.0, 60.008),)",31141
"('i_15_13_12_1_29_MT', 'U1S', 'BNB', False)",0.0,-,"((0.0, 60.017),)",474
"('i_15_13_12_1_29_MT', 'U1S', 'BNBL', False)",0.0,-,"((0.0, 60.004),)",16234
