run,final result,time,result
"('grid4FR', 'U1D', 'MCTS', True)",1.76,2.858,"((0.17, 0.001), (0.41, 0.021), (0.17, 0.058), (1.11, 0.072), (1.11, 0.085), (1.11, 0.097), (1.05, 0.108), (1.05, 0.12), (1.05, 0.131), (1.05, 0.143), (1.05, 0.154), (1.05, 0.166), (1.05, 0.177), (1.05, 0.189), (1.05, 0.201), (1.05, 0.212), (1.05, 0.224), (1.05, 0.236), (1.05, 0.247), (1.05, 0.259), (1.05, 0.271), (1.05, 0.282), (1.05, 0.294), (1.05, 0.305), (1.05, 0.317), (1.05, 0.329), (1.05, 0.34), (1.05, 0.353), (0.43, 0.365), (0.43, 0.376), (0.43, 0.388), (1.3, 0.404), (1.3, 0.421), (1.3, 0.448), (1.3, 0.493), (1.3, 0.563), (1.09, 0.612), (1.09, 0.663), (1.09, 0.748), (1.09, 0.797), (1.09, 0.848), (1.09, 0.939), (1.09, 0.991), (1.09, 1.044), (1.09, 1.097), (1.09, 1.199), (1.09, 1.251), (1.09, 1.303), (1.09, 1.355), (1.09, 1.472), (1.09, 1.523), (1.09, 1.576), (1.09, 1.627), (1.09, 1.675), (1.09, 1.723), (1.09, 1.837), (1.09, 1.877), (1.09, 1.915), (1.09, 1.958), (1.09, 2.004), (1.09, 2.048), (1.09, 2.097), (1.76, 2.143), (1.76, 2.189), (1.76, 2.331), (1.76, 2.382), (1.76, 2.429), (1.76, 2.467), (1.76, 2.497), (1.76, 2.516), (1.76, 2.53), (1.76, 2.541), (1.76, 2.552), (1.76, 2.562), (1.76, 2.573), (1.76, 2.584), (1.76, 2.596), (1.76, 2.606), (1.76, 2.619), (1.76, 2.64), (1.76, 2.65), (1.76, 2.661), (1.76, 2.671), (1.76, 2.681), (1.76, 2.692), (1.76, 2.704), (1.76, 2.714), (1.76, 2.724), (1.76, 2.734), (1.76, 2.744), (1.76, 2.755), (1.76, 2.765), (1.76, 2.776), (1.76, 2.786), (1.76, 2.796), (1.76, 2.807), (1.76, 2.817), (1.76, 2.827), (1.76, 2.838), (1.76, 2.848), (1.76, 2.858))"
"('grid4FR', 'U1S', 'MCTS', True)",1.58,8.133,"((0.17, 0.005), (0.73, 0.07), (1.02, 0.193), (1.02, 0.213), (1.02, 0.239), (1.02, 0.262), (1.02, 0.284), (1.02, 0.304), (1.02, 0.334), (1.02, 0.36), (1.02, 0.385), (1.02, 0.406), (1.02, 0.43), (1.02, 0.453), (0.39, 0.477), (0.39, 0.51), (0.39, 0.545), (0.39, 0.566), (1.19, 0.589), (1.19, 0.612), (1.19, 0.637), (1.19, 0.661), (1.19, 0.685), (1.02, 0.711), (1.02, 0.742), (1.02, 0.765), (1.02, 0.813), (1.02, 0.862), (1.02, 0.896), (1.02, 0.92), (1.02, 0.942), (1.02, 0.969), (1.02, 1.015), (1.02, 1.093), (1.02, 1.27), (1.02, 1.48), (1.02, 1.69), (1.02, 1.895), (1.02, 2.104), (1.02, 2.305), (1.02, 2.783), (1.02, 2.958), (1.02, 3.14), (1.02, 3.321), (1.02, 3.553), (1.02, 3.723), (1.02, 3.916), (1.02, 4.124), (1.02, 4.31), (1.02, 4.54), (1.02, 4.75), (1.02, 4.929), (1.02, 5.108), (1.02, 5.308), (1.02, 5.484), (1.02, 5.661), (1.02, 5.909), (1.02, 6.087), (1.02, 6.262), (1.02, 6.434), (1.02, 6.612), (1.02, 6.788), (1.02, 6.961), (1.02, 7.137), (1.02, 7.364), (1.02, 7.482), (1.02, 7.555), (1.02, 7.573), (1.02, 7.59), (1.02, 7.607), (1.02, 7.624), (1.02, 7.641), (1.02, 7.658), (1.02, 7.675), (1.02, 7.693), (1.02, 7.71), (1.02, 7.728), (1.02, 7.745), (1.58, 7.764), (1.58, 7.782), (1.58, 7.8), (1.58, 7.817), (1.58, 7.833), (1.58, 7.85), (1.58, 7.866), (1.58, 7.883), (1.58, 7.901), (1.58, 7.917), (1.58, 7.933), (1.58, 7.95), (1.58, 7.966), (1.58, 7.983), (1.58, 8.0), (1.58, 8.017), (1.58, 8.033), (1.58, 8.05), (1.58, 8.066), (1.58, 8.083), (1.58, 8.1), (1.58, 8.117), (1.58, 8.133))"
"('grid4FR', 'U1S', 'BFS', True)",2.85,-,"((2.85, 60.016),)"
"('grid4FR', 'U1S', 'BNB', True)",2.85,-,"((2.85, 60.014),)"
"('grid4FR', 'U1D', 'MCTS', False)",1.76,0.958,"((0.17, 0.001), (1.11, 0.015), (1.11, 0.025), (0.59, 0.034), (0.59, 0.043), (0.59, 0.052), (0.59, 0.061), (0.59, 0.07), (0.59, 0.079), (0.59, 0.099), (0.59, 0.126), (0.59, 0.154), (1.09, 0.182), (1.09, 0.209), (1.79, 0.236), (1.79, 0.262), (1.79, 0.287), (1.79, 0.301), (1.79, 0.312), (1.17, 0.324), (1.17, 0.334), (1.17, 0.343), (1.17, 0.351), (1.17, 0.359), (1.17, 0.366), (1.17, 0.374), (1.17, 0.382), (1.17, 0.389), (1.17, 0.397), (1.17, 0.405), (1.17, 0.413), (1.17, 0.42), (1.17, 0.428), (1.17, 0.436), (1.17, 0.443), (1.17, 0.451), (1.17, 0.459), (1.17, 0.467), (1.17, 0.474), (1.17, 0.482), (1.17, 0.49), (1.17, 0.497), (1.17, 0.505), (1.17, 0.513), (1.17, 0.521), (1.17, 0.529), (1.17, 0.536), (1.17, 0.544), (1.17, 0.552), (1.17, 0.559), (1.17, 0.567), (1.17, 0.575), (1.17, 0.582), (1.17, 0.59), (1.17, 0.598), (1.17, 0.606), (1.17, 0.613), (1.17, 0.621), (1.17, 0.629), (1.17, 0.637), (1.17, 0.644), (1.17, 0.652), (1.6, 0.66), (1.6, 0.668), (1.6, 0.676), (1.6, 0.683), (1.67, 0.691), (1.67, 0.699), (1.67, 0.707), (1.67, 0.715), (1.67, 0.725), (1.67, 0.732), (1.67, 0.74), (1.67, 0.748), (1.67, 0.756), (1.67, 0.763), (1.67, 0.771), (1.67, 0.779), (1.67, 0.787), (1.67, 0.794), (1.76, 0.802), (1.76, 0.81), (1.76, 0.818), (1.76, 0.825), (1.76, 0.833), (1.76, 0.841), (1.76, 0.849), (1.76, 0.856), (1.76, 0.864), (1.76, 0.872), (1.76, 0.88), (1.76, 0.887), (1.76, 0.895), (1.76, 0.903), (1.76, 0.911), (1.76, 0.919), (1.76, 0.926), (1.76, 0.934), (1.76, 0.942), (1.76, 0.95), (1.76, 0.958))"
"('grid4FR', 'U1S', 'MCTS', False)",2.47,3.328,"((0.17, 0.003), (1.04, 0.077), (0.92, 0.102), (0.92, 0.128), (0.92, 0.154), (0.92, 0.18), (0.92, 0.205), (0.92, 0.231), (0.92, 0.257), (0.92, 0.351), (1.88, 0.488), (1.79, 0.624), (1.79, 0.762), (1.79, 0.899), (1.79, 1.234), (1.79, 1.385), (1.79, 1.532), (1.79, 1.599), (1.79, 1.618), (1.79, 1.637), (1.79, 1.656), (1.79, 1.675), (1.79, 1.694), (1.79, 1.714), (1.79, 1.734), (1.79, 1.761), (1.79, 1.781), (1.79, 1.8), (1.79, 1.819), (1.79, 1.839), (1.79, 1.858), (1.79, 1.877), (1.79, 1.897), (1.79, 1.916), (1.79, 1.935), (1.79, 1.955), (1.79, 1.974), (1.79, 1.993), (1.79, 2.013), (1.79, 2.032), (1.79, 2.051), (1.79, 2.07), (1.79, 2.089), (1.79, 2.11), (1.79, 2.145), (1.79, 2.166), (1.79, 2.201), (1.79, 2.22), (1.79, 2.24), (1.79, 2.261), (1.79, 2.281), (1.79, 2.301), (1.79, 2.322), (1.79, 2.342), (1.79, 2.362), (1.79, 2.381), (1.79, 2.405), (2.47, 2.424), (2.47, 2.443), (2.47, 2.463), (2.47, 2.482), (2.47, 2.503), (2.47, 2.522), (2.47, 2.542), (2.47, 2.561), (2.47, 2.581), (2.47, 2.601), (2.47, 2.621), (2.47, 2.64), (2.47, 2.666), (2.47, 2.702), (2.47, 2.724), (2.47, 2.746), (2.47, 2.768), (2.47, 2.79), (2.47, 2.81), (2.47, 2.829), (2.47, 2.85), (2.47, 2.87), (2.47, 2.89), (2.47, 2.914), (2.47, 2.943), (2.47, 2.966), (2.47, 2.986), (2.47, 3.005), (2.47, 3.026), (2.47, 3.047), (2.47, 3.067), (2.47, 3.086), (2.47, 3.106), (2.47, 3.127), (2.47, 3.147), (2.47, 3.166), (2.47, 3.186), (2.47, 3.206), (2.47, 3.226), (2.47, 3.245), (2.47, 3.265), (2.47, 3.285), (2.47, 3.308), (2.47, 3.328))"
"('grid4FR', 'U1S', 'BFS', False)",3.6,-,"((3.6, 60.014),)"
"('grid4FR', 'U1S', 'BNB', False)",3.51,-,"((3.51, 60.0),)"
