run,final result,time,result,states
"('i_9_8_10_1_8_MT', 'U1D', 'MCTS', True)",0.33,3.602,"((0.02, 0.002), (0.08, 0.037), (0.08, 0.08), (0.02, 0.109), (0.39, 0.137), (0.08, 0.165), (0.33, 0.197), (0.33, 0.23), (0.33, 0.265), (0.33, 0.308), (0.33, 0.349), (0.33, 0.392), (0.33, 0.438), (0.33, 0.481), (0.33, 0.522), (0.33, 0.559), (0.33, 0.595), (0.33, 0.628), (0.33, 0.658), (0.33, 0.689), (0.33, 0.746), (0.33, 0.774), (0.33, 0.801), (0.33, 0.826), (0.33, 0.852), (0.33, 0.877), (0.33, 0.903), (0.33, 0.929), (0.33, 0.956), (0.33, 0.983), (0.33, 1.009), (0.33, 1.038), (0.33, 1.064), (0.33, 1.089), (0.33, 1.116), (0.33, 1.144), (0.33, 1.17), (0.33, 1.197), (0.33, 1.225), (0.33, 1.254), (0.33, 1.284), (0.33, 1.314), (0.33, 1.344), (0.33, 1.373), (0.33, 1.403), (0.33, 1.434), (0.33, 1.464), (0.33, 1.496), (0.33, 1.527), (0.33, 1.559), (0.33, 1.591), (0.33, 1.626), (0.33, 1.661), (0.33, 1.697), (0.33, 1.729), (0.33, 1.761), (0.33, 1.797), (0.33, 1.832), (0.33, 1.866), (0.33, 1.9), (0.33, 1.935), (0.33, 1.972), (0.33, 2.007), (0.33, 2.042), (0.33, 2.08), (0.33, 2.117), (0.33, 2.155), (0.33, 2.193), (0.33, 2.23), (0.33, 2.271), (0.33, 2.312), (0.33, 2.354), (0.33, 2.435), (0.33, 2.475), (0.33, 2.513), (0.33, 2.554), (0.33, 2.592), (0.33, 2.631), (0.33, 2.669), (0.33, 2.71), (0.33, 2.749), (0.33, 2.787), (0.33, 2.827), (0.33, 2.861), (0.33, 2.9), (0.33, 2.94), (0.33, 2.98), (0.33, 3.019), (0.33, 3.058), (0.33, 3.098), (0.33, 3.139), (0.33, 3.238), (0.33, 3.278), (0.33, 3.318), (0.33, 3.359), (0.33, 3.4), (0.33, 3.442), (0.33, 3.484), (0.33, 3.521), (0.33, 3.56), (0.33, 3.602))",5000
"('i_9_8_10_1_8_MT', 'U1S', 'MCTS', True)",0.64,9.156,"((0.02, 0.005), (0.08, 0.1), (0.09, 0.238), (0.09, 0.309), (0.09, 0.378), (0.09, 0.448), (0.09, 0.525), (0.09, 0.613), (0.09, 0.719), (0.14, 0.828), (0.14, 0.959), (0.14, 1.09), (0.14, 1.228), (0.39, 1.352), (0.39, 1.459), (0.39, 1.564), (0.39, 1.676), (0.39, 1.766), (0.39, 1.839), (0.39, 1.911), (0.39, 1.986), (0.39, 2.048), (0.39, 2.109), (0.39, 2.165), (0.27, 2.222), (0.27, 2.28), (0.27, 2.342), (0.27, 2.402), (0.27, 2.463), (0.27, 2.523), (0.27, 2.581), (0.27, 2.642), (0.27, 2.704), (0.58, 2.771), (0.58, 2.832), (0.58, 2.894), (0.58, 2.952), (0.58, 3.015), (0.58, 3.077), (0.58, 3.14), (0.58, 3.202), (0.58, 3.271), (0.58, 3.342), (0.58, 3.42), (0.58, 3.493), (0.58, 3.566), (0.58, 3.642), (0.58, 3.716), (0.58, 3.793), (0.58, 3.867), (0.58, 3.944), (0.58, 4.016), (0.58, 4.095), (0.58, 4.179), (0.58, 4.277), (0.58, 4.368), (0.58, 4.464), (0.58, 4.552), (0.58, 4.656), (0.58, 4.747), (0.58, 4.844), (0.58, 4.941), (0.58, 5.033), (0.58, 5.128), (0.58, 5.22), (0.58, 5.319), (0.58, 5.54), (0.58, 5.64), (0.58, 5.739), (0.58, 5.844), (0.58, 5.944), (0.58, 6.061), (0.58, 6.171), (0.58, 6.289), (0.58, 6.405), (0.58, 6.513), (0.58, 6.628), (0.58, 6.732), (0.58, 6.837), (0.58, 6.944), (0.64, 7.033), (0.64, 7.131), (0.64, 7.227), (0.64, 7.33), (0.64, 7.43), (0.64, 7.531), (0.64, 7.642), (0.64, 7.746), (0.64, 7.855), (0.64, 7.972), (0.64, 8.07), (0.64, 8.187), (0.64, 8.297), (0.64, 8.394), (0.64, 8.51), (0.64, 8.616), (0.64, 8.733), (0.64, 8.848), (0.64, 8.956), (0.64, 9.066), (0.64, 9.156))",5000
"('i_9_8_10_1_8_MT', 'U1S', 'BFS', True)",0.7,-,"((0.7, 60.008),)",59098
"('i_9_8_10_1_8_MT', 'U1S', 'BNB', True)",0.66,-,"((0.66, 60.019),)",22490
"('i_9_8_10_1_8_MT', 'U1S', 'BNBL', True)",0.7,-,"((0.7, 60.008),)",67742
"('i_9_8_10_1_8_MT', 'U1D', 'MCTS', False)",0.35,2.69,"((0.02, 0.002), (0.02, 0.03), (0.39, 0.062), (0.39, 0.089), (0.39, 0.115), (0.39, 0.143), (0.39, 0.171), (0.39, 0.198), (0.39, 0.228), (0.39, 0.255), (0.41, 0.28), (0.41, 0.307), (0.41, 0.332), (0.41, 0.355), (0.41, 0.379), (0.41, 0.404), (0.41, 0.428), (0.39, 0.454), (0.39, 0.477), (0.39, 0.504), (0.39, 0.529), (0.39, 0.556), (0.39, 0.581), (0.39, 0.608), (0.39, 0.633), (0.39, 0.66), (0.39, 0.684), (0.39, 0.71), (0.39, 0.736), (0.39, 0.762), (0.39, 0.788), (0.39, 0.815), (0.39, 0.839), (0.39, 0.864), (0.39, 0.889), (0.39, 1.192), (0.39, 1.216), (0.39, 1.239), (0.39, 1.263), (0.39, 1.287), (0.39, 1.311), (0.39, 1.334), (0.39, 1.358), (0.39, 1.383), (0.39, 1.405), (0.39, 1.428), (0.39, 1.452), (0.39, 1.474), (0.39, 1.497), (0.39, 1.521), (0.39, 1.543), (0.39, 1.565), (0.39, 1.589), (0.39, 1.612), (0.39, 1.636), (0.39, 1.657), (0.39, 1.679), (0.39, 1.701), (0.39, 1.723), (0.39, 1.745), (0.39, 1.769), (0.39, 1.79), (0.39, 1.811), (0.39, 1.834), (0.39, 1.855), (0.35, 1.878), (0.35, 1.902), (0.35, 1.924), (0.35, 1.947), (0.35, 1.968), (0.35, 1.989), (0.35, 2.01), (0.35, 2.031), (0.35, 2.053), (0.35, 2.075), (0.35, 2.097), (0.35, 2.118), (0.35, 2.14), (0.35, 2.162), (0.35, 2.183), (0.35, 2.205), (0.35, 2.226), (0.35, 2.248), (0.35, 2.271), (0.35, 2.293), (0.35, 2.316), (0.35, 2.337), (0.35, 2.362), (0.35, 2.424), (0.35, 2.448), (0.35, 2.47), (0.35, 2.491), (0.35, 2.513), (0.35, 2.535), (0.35, 2.557), (0.35, 2.579), (0.35, 2.603), (0.35, 2.624), (0.35, 2.646), (0.35, 2.669), (0.35, 2.69))",5000
"('i_9_8_10_1_8_MT', 'U1S', 'MCTS', False)",0.77,6.983,"((0.02, 0.004), (0.39, 0.116), (0.33, 0.233), (0.33, 0.319), (0.64, 0.405), (0.64, 0.503), (0.64, 0.602), (0.64, 0.699), (0.64, 0.793), (0.64, 0.878), (0.64, 0.957), (0.64, 1.038), (0.64, 1.11), (0.7, 1.184), (0.7, 1.262), (0.7, 1.333), (0.7, 1.407), (0.7, 1.484), (0.7, 1.552), (0.66, 1.632), (0.66, 1.709), (0.66, 1.788), (0.66, 1.867), (0.66, 1.944), (0.66, 2.026), (0.66, 2.106), (0.66, 2.181), (0.66, 2.259), (0.66, 2.335), (0.66, 2.406), (0.66, 2.479), (0.66, 2.556), (0.66, 2.631), (0.66, 2.71), (0.66, 2.782), (0.66, 2.853), (0.66, 2.924), (0.66, 2.998), (0.66, 3.061), (0.66, 3.13), (0.66, 3.198), (0.66, 3.269), (0.66, 3.338), (0.66, 3.402), (0.72, 3.469), (0.72, 3.534), (0.72, 3.599), (0.72, 3.666), (0.72, 3.727), (0.72, 3.792), (0.72, 3.858), (0.72, 3.919), (0.95, 3.99), (0.95, 4.056), (0.95, 4.113), (0.95, 4.171), (0.95, 4.233), (0.95, 4.292), (0.95, 4.359), (0.95, 4.425), (0.95, 4.49), (0.95, 4.546), (0.95, 4.607), (0.95, 4.665), (0.95, 4.727), (0.95, 4.795), (0.95, 4.861), (0.95, 4.922), (0.95, 4.976), (0.95, 5.035), (0.95, 5.092), (0.95, 5.149), (0.95, 5.203), (0.95, 5.265), (0.95, 5.321), (0.95, 5.388), (0.95, 5.444), (0.95, 5.509), (0.77, 5.653), (0.77, 5.719), (0.77, 5.774), (0.77, 5.833), (0.77, 5.896), (0.77, 5.953), (0.77, 6.008), (0.77, 6.069), (0.77, 6.131), (0.77, 6.185), (0.77, 6.245), (0.77, 6.304), (0.77, 6.364), (0.77, 6.425), (0.77, 6.491), (0.77, 6.552), (0.77, 6.611), (0.77, 6.671), (0.77, 6.728), (0.77, 6.791), (0.77, 6.859), (0.77, 6.918), (0.77, 6.983))",5000
"('i_9_8_10_1_8_MT', 'U1S', 'BFS', False)",1.02,-,"((1.02, 60.005),)",54945
"('i_9_8_10_1_8_MT', 'U1S', 'BNB', False)",1.08,34.94903818400002,"((1.08, 34.94903818400002),)",12297
"('i_9_8_10_1_8_MT', 'U1S', 'BNBL', False)",1.08,12.654766055999971,"((1.08, 12.654766055999971),)",12605
