run,final result,time,result,states
"('i_15_18_19_4_24_FR', 'U1D', 'MCTS', True)",11.56,-,"((1.07, 0.237), (6.3, 6.241), (6.3, 12.227), (1.07, 18.159), (1.07, 23.966), (1.07, 29.946), (11.56, 35.687), (11.56, 41.711), (11.56, 47.891), (11.56, 53.952), (11.56, 60.056))",501
"('i_15_18_19_4_24_FR', 'U1S', 'MCTS', True)",6.33,-,"((1.07, 1.961), (6.3, 12.801), (6.3, 23.632), (11.56, 34.728), (11.56, 45.525), (6.33, 55.781))",271
"('i_15_18_19_4_24_FR', 'U1S', 'BFS', True)",1.07,-,"((1.07, 67.364),)",0
"('i_15_18_19_4_24_FR', 'U1S', 'BNB', True)",1.07,-,"((1.07, 69.276),)",0
"('i_15_18_19_4_24_FR', 'U1S', 'BNBL', True)",1.07,-,"((1.07, 67.447),)",0
"('i_15_18_19_4_24_FR', 'U1D', 'MCTS', False)",14.35,-,"((1.07, 0.024), (6.33, 0.661), (6.33, 1.801), (6.3, 3.591), (13.09, 4.609), (13.09, 5.336), (13.09, 5.952), (13.09, 6.59), (13.09, 7.218), (13.09, 7.853), (13.09, 8.489), (14.35, 9.117), (14.35, 9.756), (14.35, 10.381), (14.35, 11.001), (14.35, 11.626), (14.35, 12.249), (14.35, 12.869), (14.35, 13.489), (14.35, 14.113), (14.35, 14.725), (14.35, 15.35), (14.35, 15.98), (14.35, 16.612), (14.35, 17.235), (14.35, 17.856), (14.35, 18.477), (14.35, 19.083), (14.35, 19.698), (14.35, 20.338), (14.35, 21.031), (14.35, 21.661), (14.35, 22.291), (14.35, 22.912), (14.35, 23.553), (14.35, 24.182), (14.35, 24.818), (14.35, 25.468), (14.35, 26.102), (14.35, 26.737), (14.35, 27.361), (14.35, 27.995), (14.35, 28.632), (14.35, 29.261), (14.35, 29.886), (14.35, 30.513), (14.35, 31.13), (14.35, 31.755), (14.35, 32.377), (14.35, 32.996), (14.35, 33.626), (14.35, 34.251), (14.35, 34.878), (14.35, 35.512), (14.35, 36.129), (14.35, 36.746), (14.35, 37.378), (14.35, 38.006), (14.35, 38.638), (14.35, 39.268), (14.35, 39.885), (14.35, 40.511), (14.35, 41.132), (14.35, 41.757), (14.35, 42.393), (14.35, 43.019), (14.35, 43.645), (14.35, 44.267), (14.35, 44.893), (14.35, 45.511), (14.35, 46.128), (14.35, 46.753), (14.35, 47.382), (14.35, 48.001), (14.35, 48.624), (14.35, 49.244), (14.35, 49.866), (14.35, 50.495), (14.35, 51.119), (14.35, 51.743), (14.35, 52.374), (14.35, 52.996), (14.35, 53.615), (14.35, 54.249), (14.35, 54.88), (14.35, 55.51), (14.35, 56.154), (14.35, 56.782), (14.35, 57.411), (14.35, 58.037), (14.35, 58.681), (14.35, 59.32), (14.35, 59.956))",4605
"('i_15_18_19_4_24_FR', 'U1S', 'MCTS', False)",11.56,-,"((1.07, 0.258), (11.56, 4.071), (11.56, 17.088), (12.17, 41.712), (12.17, 50.182), (6.3, 54.481), (11.56, 58.268))",324
"('i_15_18_19_4_24_FR', 'U1S', 'BFS', False)",1.07,-,"((1.07, 66.584),)",0
"('i_15_18_19_4_24_FR', 'U1S', 'BNB', False)",1.07,-,"((1.07, 66.673),)",0
"('i_15_18_19_4_24_FR', 'U1S', 'BNBL', False)",1.07,-,"((1.07, 66.424),)",0
