run,final result,time,result,states
"('i_21_18_24_2_27_FR', 'U1D', 'MCTS', True)",18.49,50.28,"((5.56, 0.016), (15.02, 0.468), (10.46, 0.934), (10.46, 1.322), (18.49, 1.703), (15.02, 2.084), (15.02, 2.471), (15.02, 2.856), (15.02, 3.236), (10.12, 3.623), (10.12, 4.003), (10.12, 4.388), (10.12, 4.771), (15.34, 5.156), (15.34, 5.537), (15.34, 5.925), (15.34, 6.311), (15.34, 6.701), (15.34, 7.088), (15.34, 7.475), (15.34, 7.859), (5.56, 8.242), (5.56, 8.626), (5.56, 9.011), (23.05, 9.394), (23.05, 9.777), (23.05, 10.164), (23.05, 10.55), (23.05, 10.962), (23.05, 11.366), (23.05, 11.799), (23.05, 12.195), (23.05, 12.619), (23.05, 13.038), (23.05, 13.479), (23.05, 13.938), (23.05, 14.459), (23.05, 14.995), (23.05, 15.529), (23.05, 16.066), (23.05, 16.664), (23.05, 17.207), (23.05, 17.718), (23.05, 18.321), (23.05, 18.842), (23.05, 19.382), (23.05, 20.022), (23.05, 20.566), (23.05, 21.148), (23.05, 21.759), (23.05, 22.508), (23.05, 23.152), (23.05, 23.787), (23.05, 24.459), (23.05, 25.238), (23.05, 25.877), (23.05, 26.475), (23.05, 27.09), (23.05, 27.869), (23.05, 28.483), (23.05, 29.1), (23.05, 29.679), (23.05, 30.304), (23.05, 30.896), (23.05, 31.535), (23.05, 32.33), (23.05, 32.905), (18.49, 33.461), (18.49, 34.029), (18.49, 34.604), (18.49, 35.131), (18.49, 35.713), (18.49, 36.263), (18.49, 36.791), (18.49, 37.356), (18.49, 38.14), (18.49, 38.713), (18.49, 39.21), (18.49, 39.745), (18.49, 40.277), (18.49, 40.808), (18.49, 41.316), (18.49, 41.796), (18.49, 42.324), (18.49, 42.806), (18.49, 43.332), (18.49, 43.796), (18.49, 44.272), (18.49, 44.712), (18.49, 45.173), (18.49, 45.634), (18.49, 46.082), (18.49, 46.542), (18.49, 46.99), (18.49, 47.424), (18.49, 47.876), (18.49, 48.322), (18.49, 49.072), (18.49, 49.491), (18.49, 49.881), (18.49, 50.28))",5000
"('i_21_18_24_2_27_FR', 'U1S', 'MCTS', True)",5.56,-,"((5.56, 0.113), (10.12, 3.71), (5.56, 7.861), (5.56, 10.094), (5.56, 12.273), (5.56, 14.483), (5.56, 16.641), (5.56, 18.908), (5.56, 21.175), (5.56, 23.444), (5.56, 25.716), (5.56, 28.083), (5.56, 30.228), (5.56, 32.412), (5.56, 34.666), (5.56, 36.861), (5.56, 39.105), (5.56, 41.262), (5.56, 43.477), (5.56, 45.737), (5.56, 48.031), (5.56, 50.187), (5.56, 52.455), (5.56, 54.69), (5.56, 57.006), (5.56, 59.22))",1269
"('i_21_18_24_2_27_FR', 'U1S', 'BFS', True)",5.56,-,"((5.56, 144.621),)",0
"('i_21_18_24_2_27_FR', 'U1S', 'BNB', True)",5.56,-,"((5.56, 143.497),)",0
"('i_21_18_24_2_27_FR', 'U1S', 'BNBL', True)",5.56,-,"((5.56, 140.364),)",0
"('i_21_18_24_2_27_FR', 'U1D', 'MCTS', False)",25.89,36.162,"((5.56, 0.012), (15.02, 0.352), (19.9, 0.686), (19.9, 1.043), (15.0, 1.421), (15.0, 1.801), (15.0, 2.155), (15.0, 2.49), (15.0, 2.816), (15.0, 3.145), (15.0, 3.474), (15.0, 3.799), (15.0, 4.124), (15.0, 4.445), (19.9, 4.774), (19.9, 5.104), (19.9, 5.424), (19.9, 5.743), (19.9, 6.063), (19.9, 6.386), (19.9, 6.708), (19.9, 7.032), (19.9, 7.357), (19.9, 7.682), (19.9, 8.017), (19.9, 8.355), (19.9, 8.686), (19.9, 9.017), (19.9, 9.346), (18.49, 9.682), (18.49, 10.014), (18.49, 10.36), (18.49, 10.712), (18.49, 11.064), (18.49, 11.42), (18.49, 11.774), (18.49, 12.13), (17.86, 12.484), (17.86, 12.839), (17.86, 13.206), (17.86, 13.573), (17.86, 13.94), (17.86, 14.312), (17.86, 14.686), (17.86, 15.057), (17.86, 15.431), (17.86, 15.813), (17.86, 16.188), (17.86, 16.566), (17.86, 16.943), (17.86, 17.327), (17.86, 17.716), (17.86, 18.108), (17.86, 18.49), (17.86, 18.875), (17.86, 19.252), (17.86, 19.633), (17.86, 20.016), (17.86, 20.405), (17.86, 20.782), (17.86, 21.156), (17.86, 21.544), (17.86, 21.919), (17.86, 22.296), (17.86, 22.671), (17.86, 23.048), (17.86, 23.416), (17.86, 23.803), (17.86, 24.17), (17.86, 24.54), (17.86, 24.914), (17.86, 25.278), (17.86, 25.649), (17.86, 26.688), (17.86, 27.051), (17.86, 27.401), (17.86, 27.757), (17.86, 28.106), (17.86, 28.456), (17.86, 28.821), (17.86, 29.174), (17.86, 29.526), (17.86, 29.874), (17.86, 30.236), (17.86, 30.603), (17.86, 30.97), (17.86, 31.329), (17.86, 31.696), (17.86, 32.032), (17.86, 32.367), (17.86, 32.707), (17.86, 33.042), (17.86, 33.369), (25.89, 33.71), (25.89, 34.053), (25.89, 34.39), (25.89, 34.729), (25.89, 35.062), (25.89, 35.402), (25.89, 35.731), (25.89, 36.162))",5000
"('i_21_18_24_2_27_FR', 'U1S', 'MCTS', False)",19.9,-,"((5.56, 0.145), (23.05, 5.099), (19.9, 9.689), (18.49, 15.155), (11.91, 21.517), (11.91, 27.505), (11.91, 32.718), (11.91, 37.286), (11.91, 41.784), (11.91, 46.273), (11.91, 50.76), (11.91, 55.172), (19.9, 59.66))",606
"('i_21_18_24_2_27_FR', 'U1S', 'BFS', False)",5.56,-,"((5.56, 137.282),)",0
"('i_21_18_24_2_27_FR', 'U1S', 'BNB', False)",5.56,-,"((5.56, 137.794),)",0
"('i_21_18_24_2_27_FR', 'U1S', 'BNBL', False)",5.56,-,"((5.56, 136.92),)",0
