run,final result,time,result
"('grid3FR', 'U1D', 'MCTS', True)",2.01,1.202,"((0.43, 0.001), (2.01, 0.012), (1.23, 0.026), (1.23, 0.035), (1.23, 0.044), (1.23, 0.052), (1.23, 0.061), (1.23, 0.072), (1.23, 0.084), (1.23, 0.099), (1.23, 0.114), (1.23, 0.129), (1.23, 0.144), (1.71, 0.158), (1.71, 0.171), (2.01, 0.183), (2.01, 0.193), (2.01, 0.203), (2.01, 0.212), (2.01, 0.221), (2.01, 0.23), (2.01, 0.238), (2.01, 0.245), (2.01, 0.253), (2.01, 0.26), (2.01, 0.267), (2.01, 0.274), (2.01, 0.281), (2.01, 0.289), (2.01, 0.296), (2.01, 0.303), (2.01, 0.31), (2.01, 0.317), (2.01, 0.325), (2.01, 0.332), (2.01, 0.339), (2.01, 0.347), (2.01, 0.355), (2.01, 0.363), (2.01, 0.371), (2.01, 0.378), (2.01, 0.386), (2.01, 0.396), (2.01, 0.405), (2.01, 0.414), (2.01, 0.425), (2.01, 0.434), (2.01, 0.445), (2.01, 0.454), (2.01, 0.465), (2.01, 0.476), (2.01, 0.487), (2.01, 0.498), (2.01, 0.51), (2.01, 0.521), (2.01, 0.553), (2.01, 0.564), (2.01, 0.576), (2.01, 0.59), (2.01, 0.603), (2.01, 0.616), (2.01, 0.629), (2.01, 0.641), (2.01, 0.655), (2.01, 0.669), (2.01, 0.682), (2.01, 0.695), (2.01, 0.709), (2.01, 0.722), (2.01, 0.737), (2.01, 0.751), (2.01, 0.765), (2.01, 0.78), (2.01, 0.794), (2.01, 0.808), (2.01, 0.821), (2.01, 0.863), (2.01, 0.876), (2.01, 0.887), (2.01, 0.901), (2.01, 0.914), (2.01, 0.926), (2.01, 0.938), (2.01, 0.949), (2.01, 0.961), (2.01, 0.973), (2.01, 0.986), (2.01, 0.998), (2.01, 1.011), (2.01, 1.024), (2.01, 1.038), (2.01, 1.051), (2.01, 1.063), (2.01, 1.076), (2.01, 1.09), (2.01, 1.102), (2.01, 1.114), (2.01, 1.128), (2.01, 1.177), (2.01, 1.189), (2.01, 1.202))"
"('grid3FR', 'U1S', 'MCTS', True)",2.46,2.346,"((0.43, 0.001), (1.32, 0.028), (1.32, 0.07), (1.32, 0.085), (2.01, 0.102), (1.64, 0.118), (1.64, 0.135), (1.64, 0.158), (1.64, 0.188), (1.64, 0.221), (1.64, 0.255), (1.64, 0.29), (1.64, 0.327), (1.64, 0.359), (1.64, 0.386), (1.64, 0.41), (1.64, 0.433), (1.64, 0.455), (1.64, 0.472), (1.64, 0.489), (1.64, 0.506), (1.64, 0.519), (1.64, 0.531), (1.64, 0.542), (1.64, 0.554), (1.64, 0.565), (1.64, 0.578), (1.64, 0.59), (1.64, 0.602), (1.64, 0.613), (1.64, 0.623), (1.64, 0.635), (1.64, 0.647), (1.64, 0.661), (1.64, 0.673), (1.64, 0.686), (1.64, 0.7), (1.64, 0.713), (1.64, 0.724), (1.64, 0.737), (2.56, 0.75), (2.56, 0.765), (2.56, 0.782), (2.56, 0.798), (2.56, 0.817), (2.56, 0.835), (2.56, 0.858), (2.56, 0.879), (2.56, 0.897), (2.56, 0.915), (2.56, 0.934), (2.56, 0.954), (2.56, 0.977), (2.56, 0.999), (2.56, 1.022), (2.01, 1.047), (2.01, 1.074), (2.01, 1.101), (2.01, 1.128), (2.01, 1.155), (2.01, 1.183), (2.01, 1.21), (2.01, 1.238), (2.01, 1.265), (2.01, 1.292), (2.01, 1.318), (2.01, 1.346), (2.01, 1.375), (2.01, 1.401), (2.01, 1.43), (2.01, 1.459), (2.01, 1.49), (2.01, 1.519), (2.01, 1.55), (2.01, 1.581), (2.01, 1.61), (2.01, 1.64), (2.01, 1.749), (2.01, 1.775), (2.01, 1.802), (2.01, 1.823), (2.01, 1.844), (2.01, 1.869), (2.01, 1.893), (2.01, 1.92), (2.01, 1.945), (2.01, 1.969), (2.01, 1.995), (2.01, 2.023), (2.01, 2.053), (2.01, 2.081), (2.01, 2.108), (2.01, 2.141), (2.53, 2.168), (2.53, 2.196), (2.53, 2.225), (2.53, 2.253), (2.53, 2.278), (2.53, 2.302), (2.46, 2.324), (2.46, 2.346))"
"('grid3FR', 'U1S', 'BFS', True)",2.81,-,"((2.81, 60.01),)"
"('grid3FR', 'U1S', 'BNB', True)",2.84,14.129447182000007,"((2.84, 14.129447182000007),)"
"('grid3FR', 'U1D', 'MCTS', False)",2.01,0.594,"((0.43, 0.0), (0.43, 0.01), (0.43, 0.021), (1.23, 0.029), (1.23, 0.037), (1.23, 0.047), (1.23, 0.057), (1.23, 0.065), (1.23, 0.075), (1.23, 0.085), (1.23, 0.092), (1.23, 0.102), (1.23, 0.109), (1.23, 0.117), (1.23, 0.124), (1.23, 0.132), (1.23, 0.143), (1.23, 0.153), (1.23, 0.161), (1.32, 0.169), (1.32, 0.176), (1.32, 0.186), (1.32, 0.193), (1.32, 0.201), (1.32, 0.207), (1.32, 0.215), (1.32, 0.221), (1.32, 0.228), (1.32, 0.235), (1.32, 0.242), (1.32, 0.248), (1.32, 0.255), (1.32, 0.261), (1.32, 0.267), (1.32, 0.274), (2.01, 0.28), (2.01, 0.287), (2.01, 0.293), (2.01, 0.298), (2.01, 0.303), (2.01, 0.309), (2.01, 0.316), (2.01, 0.326), (2.01, 0.334), (2.01, 0.339), (2.01, 0.345), (2.01, 0.35), (2.01, 0.354), (2.01, 0.359), (2.01, 0.363), (2.01, 0.369), (2.01, 0.373), (2.01, 0.377), (2.01, 0.381), (2.01, 0.389), (2.01, 0.398), (2.01, 0.406), (2.01, 0.413), (2.01, 0.42), (2.01, 0.427), (2.01, 0.434), (2.01, 0.441), (2.01, 0.448), (2.01, 0.453), (2.01, 0.456), (2.01, 0.461), (2.01, 0.465), (2.01, 0.468), (2.01, 0.473), (2.01, 0.476), (2.01, 0.48), (2.01, 0.484), (2.01, 0.487), (2.01, 0.491), (2.01, 0.495), (2.01, 0.498), (2.01, 0.502), (2.01, 0.506), (2.01, 0.51), (2.01, 0.513), (2.01, 0.517), (2.01, 0.522), (2.01, 0.528), (2.01, 0.531), (2.01, 0.535), (2.01, 0.539), (2.01, 0.542), (2.01, 0.546), (2.01, 0.55), (2.01, 0.553), (2.01, 0.557), (2.01, 0.561), (2.01, 0.564), (2.01, 0.568), (2.01, 0.572), (2.01, 0.575), (2.01, 0.579), (2.01, 0.583), (2.01, 0.586), (2.01, 0.59), (2.01, 0.594))"
"('grid3FR', 'U1S', 'MCTS', False)",2.84,1.041,"((0.43, 0.002), (1.88, 0.034), (1.9, 0.07), (2.36, 0.095), (2.36, 0.119), (2.36, 0.147), (2.36, 0.173), (2.46, 0.2), (2.54, 0.224), (2.54, 0.244), (2.57, 0.262), (2.57, 0.282), (2.64, 0.297), (2.64, 0.321), (2.64, 0.341), (2.64, 0.359), (2.64, 0.379), (2.6, 0.399), (2.6, 0.419), (2.6, 0.44), (2.6, 0.46), (2.6, 0.479), (2.6, 0.495), (2.6, 0.512), (2.6, 0.53), (2.6, 0.545), (2.62, 0.563), (2.62, 0.583), (2.62, 0.597), (2.62, 0.611), (2.62, 0.622), (2.62, 0.638), (2.62, 0.653), (2.62, 0.666), (2.62, 0.678), (2.62, 0.69), (2.62, 0.703), (2.62, 0.712), (2.62, 0.723), (2.62, 0.732), (2.62, 0.742), (2.62, 0.76), (2.62, 0.778), (2.62, 0.788), (2.62, 0.798), (2.83, 0.804), (2.83, 0.81), (2.83, 0.817), (2.83, 0.824), (2.83, 0.832), (2.83, 0.839), (2.83, 0.845), (2.83, 0.852), (2.83, 0.859), (2.84, 0.868), (2.84, 0.873), (2.84, 0.877), (2.84, 0.88), (2.84, 0.884), (2.84, 0.888), (2.84, 0.893), (2.84, 0.898), (2.84, 0.902), (2.84, 0.905), (2.84, 0.91), (2.84, 0.914), (2.84, 0.919), (2.84, 0.923), (2.84, 0.927), (2.84, 0.93), (2.84, 0.934), (2.84, 0.937), (2.84, 0.941), (2.84, 0.944), (2.84, 0.947), (2.84, 0.951), (2.84, 0.954), (2.84, 0.958), (2.84, 0.961), (2.84, 0.965), (2.84, 0.968), (2.84, 0.972), (2.84, 0.975), (2.84, 0.981), (2.84, 0.984), (2.84, 0.99), (2.84, 0.994), (2.84, 0.997), (2.84, 1.001), (2.84, 1.004), (2.84, 1.007), (2.84, 1.011), (2.84, 1.014), (2.84, 1.017), (2.84, 1.021), (2.84, 1.024), (2.84, 1.028), (2.84, 1.031), (2.84, 1.034), (2.84, 1.038), (2.84, 1.041))"
"('grid3FR', 'U1S', 'BFS', False)",2.84,1.6499475399999994,"((2.84, 1.6499475399999994),)"
"('grid3FR', 'U1S', 'BNB', False)",2.84,0.6886136579999942,"((2.84, 0.6886136579999942),)"
