run,final result,time,result,states
"('i_3_3_4_2_3_MT', 'U1D', 'MCTS', True)",0.01,2.341,"((0.0, 0.002), (0.0, 0.053), (0.0, 0.131), (0.0, 0.143), (0.0, 0.154), (0.0, 0.165), (0.0, 0.176), (0.0, 0.187), (0.0, 0.198), (0.0, 0.209), (0.0, 0.22), (0.0, 0.231), (0.0, 0.243), (0.01, 0.254), (0.01, 0.265), (0.01, 0.276), (0.01, 0.287), (0.01, 0.299), (0.01, 0.31), (0.01, 0.321), (0.01, 0.332), (0.01, 0.344), (0.01, 0.355), (0.0, 0.366), (0.0, 0.377), (0.0, 0.388), (0.0, 0.4), (0.0, 0.411), (0.0, 0.424), (0.0, 0.436), (0.0, 0.45), (0.0, 0.463), (0.0, 0.476), (0.0, 0.49), (0.0, 0.503), (0.0, 0.524), (0.0, 0.544), (0.0, 0.564), (0.0, 0.589), (0.0, 0.643), (0.0, 0.668), (0.0, 0.693), (0.0, 0.717), (0.0, 0.741), (0.0, 0.765), (0.0, 0.791), (0.0, 0.819), (0.0, 0.852), (0.0, 0.881), (0.0, 0.921), (0.0, 0.959), (0.0, 0.997), (0.0, 1.035), (0.0, 1.11), (0.0, 1.146), (0.0, 1.179), (0.0, 1.214), (0.0, 1.247), (0.0, 1.28), (0.0, 1.315), (0.0, 1.348), (0.0, 1.382), (0.0, 1.419), (0.0, 1.454), (0.0, 1.49), (0.0, 1.576), (0.0, 1.61), (0.0, 1.647), (0.0, 1.683), (0.0, 1.716), (0.0, 1.737), (0.0, 1.761), (0.0, 1.785), (0.0, 1.804), (0.0, 1.823), (0.0, 1.841), (0.0, 1.862), (0.0, 1.88), (0.0, 1.898), (0.0, 1.917), (0.0, 1.938), (0.0, 1.957), (0.0, 1.977), (0.0, 2.0), (0.0, 2.019), (0.0, 2.043), (0.0, 2.064), (0.0, 2.087), (0.0, 2.11), (0.01, 2.131), (0.01, 2.151), (0.01, 2.237), (0.01, 2.259), (0.01, 2.271), (0.01, 2.282), (0.01, 2.295), (0.01, 2.306), (0.01, 2.315), (0.01, 2.323), (0.01, 2.332), (0.01, 2.341))",5000
"('i_3_3_4_2_3_MT', 'U1S', 'MCTS', True)",0.04,20.153,"((0.0, 0.009), (0.0, 0.228), (0.0, 0.49), (0.02, 0.507), (0.02, 0.525), (0.02, 0.544), (0.02, 0.561), (0.02, 0.58), (0.02, 0.599), (0.02, 0.616), (0.02, 0.635), (0.02, 0.654), (0.02, 0.673), (0.02, 0.691), (0.02, 0.711), (0.02, 0.728), (0.02, 0.747), (0.02, 0.766), (0.02, 0.784), (0.02, 0.802), (0.02, 0.82), (0.02, 0.838), (0.04, 0.856), (0.04, 0.876), (0.04, 0.894), (0.04, 0.913), (0.04, 0.93), (0.04, 0.947), (0.04, 1.021), (0.04, 1.096), (0.04, 1.149), (0.04, 1.235), (0.04, 1.287), (0.04, 1.35), (0.04, 1.436), (0.04, 1.482), (0.04, 1.741), (0.04, 1.985), (0.04, 2.263), (0.04, 2.548), (0.04, 2.956), (0.04, 3.275), (0.04, 3.524), (0.04, 3.828), (0.04, 4.149), (0.04, 4.399), (0.04, 4.724), (0.04, 5.036), (0.04, 5.652), (0.04, 6.137), (0.04, 6.606), (0.04, 7.073), (0.04, 7.609), (0.04, 8.096), (0.04, 8.484), (0.04, 8.923), (0.04, 9.362), (0.04, 9.753), (0.04, 10.319), (0.04, 10.717), (0.04, 11.168), (0.04, 11.624), (0.04, 12.022), (0.04, 12.444), (0.04, 13.008), (0.04, 13.382), (0.04, 13.77), (0.04, 14.154), (0.04, 14.557), (0.04, 14.929), (0.04, 15.308), (0.04, 15.566), (0.04, 15.725), (0.04, 15.968), (0.04, 16.196), (0.04, 16.393), (0.04, 16.788), (0.04, 16.954), (0.04, 17.21), (0.04, 17.432), (0.04, 17.623), (0.04, 17.868), (0.04, 18.048), (0.04, 18.267), (0.04, 18.485), (0.04, 18.635), (0.04, 18.839), (0.04, 19.005), (0.04, 19.184), (0.04, 19.365), (0.04, 19.51), (0.04, 19.749), (0.04, 19.93), (0.04, 20.087), (0.04, 20.097), (0.04, 20.106), (0.04, 20.115), (0.04, 20.125), (0.04, 20.134), (0.04, 20.143), (0.04, 20.153))",5000
"('i_3_3_4_2_3_MT', 'U1S', 'BFS', True)",0.1,-,"((0.1, 60.01),)",59252
"('i_3_3_4_2_3_MT', 'U1S', 'BNB', True)",0.1,56.83416262399999,"((0.1, 56.83416262399999),)",71836
"('i_3_3_4_2_3_MT', 'U1S', 'BNBL', True)",0.1,46.74323366599998,"((0.1, 46.74323366599998),)",77468
"('i_3_3_4_2_3_MT', 'U1D', 'MCTS', False)",0.02,0.689,"((0.0, 0.001), (0.02, 0.017), (0.02, 0.026), (0.02, 0.041), (0.02, 0.059), (0.02, 0.074), (0.02, 0.085), (0.02, 0.092), (0.02, 0.098), (0.02, 0.104), (0.02, 0.11), (0.02, 0.117), (0.02, 0.123), (0.02, 0.13), (0.02, 0.136), (0.02, 0.142), (0.02, 0.149), (0.02, 0.155), (0.02, 0.162), (0.02, 0.168), (0.02, 0.175), (0.02, 0.181), (0.02, 0.187), (0.02, 0.193), (0.02, 0.2), (0.02, 0.206), (0.02, 0.213), (0.02, 0.219), (0.0, 0.226), (0.0, 0.233), (0.0, 0.239), (0.0, 0.245), (0.0, 0.252), (0.0, 0.258), (0.0, 0.265), (0.0, 0.271), (0.0, 0.277), (0.0, 0.283), (0.0, 0.29), (0.0, 0.296), (0.0, 0.303), (0.0, 0.309), (0.0, 0.316), (0.0, 0.323), (0.0, 0.329), (0.0, 0.336), (0.0, 0.342), (0.0, 0.348), (0.0, 0.355), (0.0, 0.361), (0.0, 0.367), (0.0, 0.374), (0.0, 0.38), (0.0, 0.386), (0.0, 0.392), (0.0, 0.399), (0.0, 0.406), (0.0, 0.412), (0.0, 0.419), (0.0, 0.426), (0.0, 0.432), (0.0, 0.439), (0.0, 0.446), (0.02, 0.453), (0.02, 0.46), (0.02, 0.466), (0.02, 0.473), (0.02, 0.479), (0.02, 0.486), (0.02, 0.492), (0.02, 0.498), (0.02, 0.504), (0.02, 0.511), (0.02, 0.517), (0.02, 0.524), (0.02, 0.53), (0.02, 0.536), (0.02, 0.543), (0.02, 0.549), (0.02, 0.556), (0.02, 0.562), (0.02, 0.568), (0.02, 0.575), (0.02, 0.581), (0.02, 0.587), (0.02, 0.594), (0.02, 0.6), (0.02, 0.606), (0.02, 0.613), (0.02, 0.619), (0.02, 0.625), (0.02, 0.631), (0.02, 0.637), (0.02, 0.644), (0.02, 0.65), (0.02, 0.656), (0.02, 0.662), (0.02, 0.669), (0.02, 0.676), (0.02, 0.683), (0.02, 0.689))",592
"('i_3_3_4_2_3_MT', 'U1S', 'MCTS', False)",0.1,1.16,"((0.0, 0.004), (0.01, 0.065), (0.04, 0.087), (0.04, 0.172), (0.04, 0.341), (0.04, 0.453), (0.04, 0.521), (0.04, 0.527), (0.04, 0.533), (0.04, 0.539), (0.04, 0.545), (0.04, 0.551), (0.1, 0.557), (0.1, 0.564), (0.1, 0.57), (0.1, 0.576), (0.1, 0.583), (0.1, 0.589), (0.1, 0.595), (0.1, 0.602), (0.1, 0.609), (0.1, 0.615), (0.1, 0.621), (0.1, 0.627), (0.1, 0.634), (0.1, 0.641), (0.1, 0.647), (0.1, 0.654), (0.1, 0.66), (0.1, 0.666), (0.1, 0.673), (0.1, 0.679), (0.1, 0.686), (0.1, 0.692), (0.1, 0.699), (0.1, 0.705), (0.1, 0.712), (0.1, 0.719), (0.1, 0.725), (0.1, 0.732), (0.1, 0.739), (0.1, 0.746), (0.1, 0.753), (0.1, 0.76), (0.1, 0.767), (0.1, 0.774), (0.1, 0.781), (0.1, 0.788), (0.1, 0.795), (0.1, 0.802), (0.1, 0.809), (0.1, 0.816), (0.1, 0.823), (0.1, 0.831), (0.1, 0.838), (0.1, 0.845), (0.1, 0.852), (0.1, 0.859), (0.1, 0.866), (0.1, 0.873), (0.1, 0.88), (0.1, 0.886), (0.1, 0.894), (0.1, 0.9), (0.1, 0.907), (0.1, 0.914), (0.1, 0.921), (0.1, 0.928), (0.1, 0.936), (0.1, 0.942), (0.1, 0.95), (0.1, 0.956), (0.1, 0.964), (0.1, 0.971), (0.1, 0.978), (0.1, 0.985), (0.1, 0.992), (0.1, 0.999), (0.1, 1.006), (0.1, 1.013), (0.1, 1.02), (0.1, 1.028), (0.1, 1.035), (0.1, 1.042), (0.1, 1.049), (0.1, 1.055), (0.1, 1.062), (0.1, 1.069), (0.1, 1.076), (0.1, 1.083), (0.1, 1.091), (0.1, 1.098), (0.1, 1.105), (0.1, 1.112), (0.1, 1.118), (0.1, 1.125), (0.1, 1.132), (0.1, 1.139), (0.1, 1.146), (0.1, 1.153), (0.1, 1.16))",1894
"('i_3_3_4_2_3_MT', 'U1S', 'BFS', False)",0.1,1.3759645350000085,"((0.1, 1.3759645350000085),)",1894
"('i_3_3_4_2_3_MT', 'U1S', 'BNB', False)",0.1,1.2726851909999937,"((0.1, 1.2726851909999937),)",1338
"('i_3_3_4_2_3_MT', 'U1S', 'BNBL', False)",0.1,1.121492422000017,"((0.1, 1.121492422000017),)",1471
